ID,TEAM,Team_Season,Season End,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,+/-,AST%,AST/TO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,FTA RATE,FT Rate,OPP EFG%,OPP FTA RATE,OPP FT Rate,OPP TOV %,OPP REB %,OPP_FGM,OPP_FGA,OPP_FG%,OPP_3PM,OPP_3PA,OPP_3P%,OPP_FTM,OPP_FTA,OPP_FT%,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_+/-_Per_Game,Possessions,Plus Minus Per Possession,Shooting Factor,Crashing Factor,Protecting Factor,Attacking Factor,Residual W,Column 70
366,LA Clippers,LA Clippers2017,2017,82,51,31,0.622,3951,8911,3242,6820,47.5,841,2245,37.5,1586,2128,74.5,738,2790,3528,1848,1062,612,347,258,352,57,1.74,25.6,73.3,50.1,13.3,53.7,57.4,96.77,0.312,0.23255132,50.6,0.274,0.210772834,13.6,26.7,38.6,85.4,45.2,9.2,26.3,35,18,23.4,77.2,10.2,32.9,43.1,23.1,13.2,7,3.1,4.2,-4.3,7757.1072,0.045377741,3.1,98.9,-0.3,2.177848592,-2.696519392,7
367,Boston Celtics,Boston Celtics2017,2017,82,53,29,0.646,3951,8857,3168,6977,45.4,985,2741,35.9,1536,1903,80.7,743,2698,3441,2069,1088,617,340,425,216,65.3,1.9,25.9,70.5,48.5,13.6,52.5,56.7,97.21,0.273,0.220151928,50.3,0.29,0.222610723,14.3,29.5,38.6,85.8,45,9,27,33.2,19.1,24.9,76.9,10.8,33.8,44.5,22.6,13.9,7.6,5.2,4.1,-2.6,7832.9472,0.027575827,2.2,96.4,-0.7,-0.245879485,6.667162344,4
368,Portland Trail Blazers,Portland Trail Blazers2017,2017,82,41,41,0.5,3986,8851,3243,7059,45.9,852,2272,37.5,1513,1940,78,830,2750,3580,1733,1126,574,408,431,-43,53.4,1.54,26.9,72,49.6,13.9,52,55.9,97.38,0.275,0.214336308,50.8,0.307,0.241299304,13,28,39.2,86.2,45.5,9.3,25.1,37,20.8,26.5,78.5,10.1,33.9,44,20.6,12.8,7.7,5.3,5,0.5,7880.256,-0.005456676,1.2,98.9,0.9,-2.696299569,1.869885581,5.6
369,Phoenix Suns,Phoenix Suns2017,2017,82,24,58,0.293,3966,8831,3270,7260,45,615,1854,33.2,1676,2159,77.6,976,2712,3688,1604,1265,673,399,435,-462,49.1,1.27,29.9,71.8,50.3,15.2,49.3,53.8,100.85,0.297,0.230853994,52.5,0.338,0.26450116,14.6,28.2,40.2,86.2,46.7,10.1,26.3,38.2,22.8,29.1,78.3,10.2,33.8,44,22.2,14.9,8.1,5.3,4.9,5.6,8159.0016,-0.056624575,-3.2,101.7,0.6,-3.36471656,-2.931085626,6.3
370,Toronto Raptors,Toronto Raptors2017,2017,82,51,31,0.622,3956,8762,3211,6918,46.4,725,1996,36.3,1615,2028,79.6,871,2676,3547,1517,1041,677,400,392,345,47.2,1.46,29.1,71.7,50.5,13.2,51.7,56.1,95.41,0.293,0.233448974,50.7,0.286,0.223160434,15.3,28.3,37.2,82.9,44.9,9.7,27.3,35.4,18.5,23.8,78,10.1,31.9,42.1,21.8,14.6,6.7,4.8,4.9,-4.2,7661.1072,0.045032655,1,100.8,-2.1,1.028853943,-2.260788868,8.4
371,Oklahoma City Thunder,Oklahoma City Thunder2017,2017,82,47,35,0.573,3961,8741,3237,7169,45.2,692,2116,32.7,1575,2113,74.5,1002,2821,3823,1721,1230,648,408,450,62,53.2,1.4,32.3,74.2,52.8,15.2,50,54,98.18,0.295,0.219695913,51.1,0.285,0.218053927,13.9,25.8,39.2,85.3,45.9,8.8,24.8,35.6,18.6,24.3,76.4,9.1,31.5,40.6,21.4,13.8,8.5,5.5,5,-0.8,7993.6512,0.007756155,-1.1,106.5,1.3,0.164198564,5.164120791,12.2
372,Brooklyn Nets,Brooklyn Nets2017,2017,82,20,62,0.244,3951,8673,3102,6987,44.4,877,2591,33.8,1592,2020,78.8,721,2879,3600,1756,1356,593,387,457,-552,56.6,1.29,24.1,71.6,48.3,16.2,50.7,55.1,101.75,0.289,0.227851725,51.3,0.275,0.212555066,13,28.4,41.6,90.8,45.8,10,27.2,36.6,19.3,25,77.2,11,36.2,47.2,23,13.3,9.5,5.6,4.7,6.7,8170.368,-0.067561216,-0.6,95.7,3.2,1.529665855,-3.884712492,1.1
373,Minnesota Timberwolves,Minnesota Timberwolves2017,2017,82,31,51,0.378,3961,8657,3235,6922,46.7,601,1723,34.9,1586,1986,79.9,938,2540,3478,1940,1150,654,370,413,-91,60,1.69,30.9,71,50.7,14.6,51.1,55.5,95.48,0.287,0.22912453,53.5,0.275,0.211284514,14.8,29,39.6,83.3,47.5,9.9,27,36.6,17.6,22.9,76.8,9.8,30.6,40.4,23.1,14.3,7.7,5,4.5,1.1,7687.5264,-0.011837358,-2.4,101.9,-0.2,1.784001668,-5.590906794,10.3
374,San Antonio Spurs,San Antonio Spurs2017,2017,82,61,21,0.744,3961,8637,3222,6864,46.9,753,1927,39.1,1440,1806,79.7,821,2777,3598,1954,1101,655,484,333,590,60.6,1.77,28.2,73,51.1,14.1,52.4,56.4,94.86,0.263,0.20979021,49.2,0.249,0.191846523,15.1,27,37,83.4,44.3,8.1,23.7,34.4,16,20.8,77.1,9.8,31.7,41.5,21.4,14.4,7.5,4.1,5.9,-7.2,7621.0944,0.077416703,3.2,101.2,-1,1.794368701,1.842896497,9.6
375,Indiana Pacers,Indiana Pacers2017,2017,82,42,40,0.512,3971,8618,3221,6931,46.5,709,1885,37.6,1467,1811,81,742,2702,3444,1844,1130,669,409,407,-18,57.2,1.63,25.5,71.3,48.8,14.1,51.6,55.8,96.59,0.261,0.211657769,51.2,0.286,0.225385528,15.3,28.7,38,84.3,45.1,10.4,29.1,35.5,19,24.1,78.9,10.7,33.5,44.3,22.3,14.9,8.1,5,5,0.2,7791.2064,-0.002310297,0.4,96.8,-1.2,-1.372775843,1.130321433,4.5
376,Charlotte Hornets,Charlotte Hornets2017,2017,82,36,46,0.439,3966,8601,3093,7000,44.2,824,2347,35.1,1591,1953,81.5,721,2853,3574,1891,942,571,390,450,16,61.1,2.01,24.7,74.9,49.6,11.9,50.1,54.7,95.92,0.279,0.227285714,52.3,0.211,0.16416185,13.5,25.1,39.5,86.5,45.6,11.6,31.4,36.9,14.2,18.2,77.6,8.9,35.5,44.4,24.5,13.1,6.6,5.5,4.8,-0.2,7757.1072,0.002062625,-2.2,99.6,-1.6,6.312386457,-5.995025399,5.2
377,Los Angeles Lakers,Los Angeles Lakers2017,2017,82,26,56,0.317,3941,8575,3224,7164,45,730,2110,34.6,1397,1853,75.4,933,2636,3569,1716,1243,674,320,440,-564,53.2,1.38,28.4,71.7,49.4,15.3,50.1,53.7,99.26,0.259,0.195002792,54.2,0.279,0.212790698,14.6,28.3,41.5,86,48.3,10.1,27.4,37,18.3,24,76.2,10.3,34.2,44.4,25.7,14.5,8.5,5.4,3.9,6.9,7957.7472,-0.07087433,-4.1,100.1,0.7,-1.778790594,3.769778638,5
378,New Orleans Pelicans,New Orleans Pelicans2017,2017,82,34,48,0.415,3981,8556,3210,7130,45,768,2196,35,1368,1825,75,703,2879,3582,1869,1054,638,453,348,-172,58.2,1.77,22.8,72.8,48,12.9,50.4,53.9,98.56,0.256,0.191865358,50.9,0.232,0.17752809,14,27.2,40.1,89,45,10.5,29.8,35.3,15.8,20.7,76.2,10.6,37.7,48.3,23.4,14,7.4,4.2,5.5,2.1,7952.64,-0.021628038,-0.5,95.6,-1.1,1.433726776,-3.633458172,-0.3
379,New York Knicks,New York Knicks2017,2017,82,31,51,0.378,3971,8556,3244,7256,44.7,704,2022,34.8,1364,1731,78.8,983,2723,3706,1786,1139,581,455,377,-301,55.1,1.57,30.5,69.8,50,14.3,49.6,53.4,96.63,0.239,0.187982359,51.1,0.278,0.21395881,13.3,30.2,39.7,87.4,45.5,9.8,28.2,34.8,18.7,24.2,77.1,11.6,33.1,44.7,21.8,12.9,7.5,4.6,5.5,3.7,7846.6944,-0.038360102,-1.5,100.3,1,-2.597645064,0.309147015,5.3
380,Milwaukee Bucks,Milwaukee Bucks2017,2017,82,42,40,0.512,3956,8497,3182,6715,47.4,720,1946,37,1413,1839,76.8,723,2589,3312,1984,1145,666,436,375,-15,62.4,1.73,26,70.6,48.7,14.6,52.7,56.5,94.99,0.274,0.210424423,51.8,0.279,0.215922799,15.4,29.4,38,82.9,45.8,10,28.2,35.3,17.9,23.2,77.1,10.3,32.1,42.4,24.1,14.7,7.4,4.6,5.3,0.2,7628.3136,-0.001966359,0.9,96.6,-0.8,-0.549837562,0.177646874,6.3
381,Miami Heat,Miami Heat2017,2017,82,41,41,0.5,3956,8460,3202,7037,45.5,808,2213,36.5,1248,1768,70.6,872,2705,3577,1742,1102,588,469,398,87,54.4,1.58,28.4,71.8,49.9,14,51.2,54.1,95.51,0.251,0.177348302,49.6,0.281,0.219714964,14.2,28.2,37.9,84.2,45,7.8,22.7,34.3,18.5,23.7,78.2,10.2,33.4,43.6,19.6,13.7,6.8,4.9,5.7,-1.1,7723.1232,0.011264873,1.6,100.2,-0.2,-4.236666254,-3.737165741,6.3
382,Atlanta Hawks,Atlanta Hawks2017,2017,82,43,39,0.524,3976,8459,3123,6918,45.1,729,2137,34.1,1484,2039,72.8,842,2793,3635,1938,1294,672,397,424,-70,62.1,1.5,28.2,71.7,50.2,16,50.4,54.1,97.76,0.295,0.214512865,50.7,0.232,0.178694158,15.6,28.3,38.8,87.3,44.4,10.9,30.5,35.7,15.6,20.2,77.2,10.7,33.2,43.9,23.4,15.4,9,5.2,4.8,0.9,7936.4736,-0.008820038,-0.3,99.9,0.4,3.581870691,1.83387087,6.3
383,Chicago Bulls,Chicago Bulls2017,2017,82,41,41,0.5,3956,8435,3169,7141,44.4,623,1831,34,1474,1848,79.8,999,2797,3796,1851,1112,643,393,378,35,58.4,1.66,31.1,73.3,51.9,14,48.7,53,96.02,0.259,0.206413668,50.7,0.219,0.168591224,13.9,26.7,39.5,86.6,45.6,8.9,25.9,34.5,14.6,19,77,10.3,32.9,43.2,23.6,13.4,7.3,4.6,4.8,-0.4,7744.4352,0.004519374,-2,104.4,0.1,3.782244354,-1.077169796,8.7
384,Sacramento Kings,Sacramento Kings2017,2017,82,32,50,0.39,3976,8430,3105,6734,46.1,737,1960,37.6,1483,1913,77.5,715,2652,3367,1844,1201,627,324,420,-318,59.4,1.54,25.8,72.3,49.2,15.2,51.6,55.6,95.42,0.284,0.22022572,52.8,0.291,0.227163462,14.5,27.7,38.5,83.2,46.2,10.9,30,36.4,18.9,24.2,77.8,10.1,32.8,42.9,23.7,14,8.5,5.1,4,3.9,7739.2512,-0.041089246,-1.2,98.1,0.7,-0.693774131,0.834375298,6.3
385,Philadelphia 76ers,Philadelphia 76ers2017,2017,82,28,54,0.341,3966,8400,3088,6992,44.2,831,2443,34,1393,1806,77.1,807,2706,3513,1949,1366,692,420,446,-467,63.1,1.43,27.3,70.9,49,16.7,50.1,53.9,99.07,0.258,0.199227689,51.2,0.303,0.233993015,15.1,29.1,39.6,85.9,46.1,8.9,24.9,35.7,20.1,26,77.3,10.8,34.2,45,22.7,15.1,8.6,5.4,5.1,5.7,8011.8144,-0.058288919,-1.1,98.2,1.6,-3.476532635,1.250539335,4
386,Detroit Pistons,Detroit Pistons2017,2017,82,37,45,0.451,3961,8309,3269,7282,44.9,631,1915,33,1140,1586,71.9,908,2838,3746,1732,973,574,310,339,-92,53,1.78,28.6,77.5,51.9,12.3,49.2,52.1,95.52,0.218,0.156550398,51.6,0.253,0.196878752,13.3,22.5,38.3,83.3,46,9.4,25.6,36.6,16.4,21,78,8,34.9,42.9,23.5,12.8,6.7,4.1,3.8,1.1,7723.0464,-0.011912398,-2.4,106.1,-1,-4.032835326,-3.532479332,9
387,Orlando Magic,Orlando Magic2017,2017,82,29,53,0.354,3961,8288,3139,7133,44,701,2139,32.8,1309,1753,74.7,807,2734,3541,1820,1091,580,396,419,-539,58,1.67,26.7,72.6,49.1,13.7,48.9,52.4,96.9,0.246,0.183513248,52.3,0.263,0.201388889,13.4,27.4,40.3,86.4,46.7,9.7,26.4,36.7,17.4,22.7,76.6,9.7,35.8,45.5,23.6,13,7.6,5.1,4.8,6.6,7860.7872,-0.068568196,-3.4,99.3,0.3,-1.787564061,3.988375534,3.6
388,Utah Jazz,Utah Jazz2017,2017,82,51,31,0.622,3951,8258,3033,6515,46.6,791,2128,37.2,1401,1875,74.7,771,2774,3545,1651,1118,550,410,312,323,54.4,1.48,27,74.3,51.4,14.8,52.6,56.3,92.09,0.288,0.21504221,49.3,0.253,0.195121951,13.1,25.7,36.3,82,44.3,8.2,22.9,35.8,16,20.7,76.9,9,31.1,40.2,17.8,12.1,7.3,3.8,5,-3.9,7379.52,0.043769784,3.3,101.3,1.7,1.992025906,-0.288588331,11.2
389,Memphis Grizzlies,Memphis Grizzlies2017,2017,82,43,39,0.524,3981,8239,2984,6854,43.5,767,2169,35.4,1504,1918,78.4,886,2621,3507,1744,1059,653,344,410,40,58.4,1.65,29.5,73.1,50.7,13.7,49.1,53.5,92.84,0.28,0.219433907,50.6,0.341,0.256345178,15.2,26.9,34.9,78.8,44.3,9.9,28,35.4,20.2,26.9,75.3,9.3,32.8,42.1,20.1,14.3,7,5,4.2,-0.5,7556.0832,0.005293748,-1.5,102.6,-1.5,-3.691127046,2.069550966,8.6
390,Dallas Mavericks,Dallas Mavericks2017,2017,82,33,49,0.402,3956,8029,2968,6750,44,878,2473,35.5,1215,1516,80.1,647,2516,3163,1705,972,614,307,280,-240,57.4,1.75,21.6,73.3,46.5,12.7,50.5,54.1,93.11,0.225,0.18,52.9,0.282,0.217721519,16,26.7,37,79,46.9,9.6,25.3,38,17.2,22.3,77.2,8.9,35.6,44.5,21.3,14.9,6.5,3.4,3.7,2.9,7432.3584,-0.032291231,-2.4,94.9,-3.3,-3.772151899,0.403637689,2
391,Golden State Warriors,Golden State Warriors2018,2018,82,58,24,0.707,3946,9304,3509,6979,50.3,926,2369,39.1,1360,1668,81.5,691,2877,3568,2402,1265,656,612,300,490,68.5,1.9,24.3,71.2,49.7,15.3,56.9,60.3,100.35,0.239,0.194870325,50.4,0.245,0.185555556,14.2,28.8,40.2,90,44.7,10.4,29.2,35.7,16.7,22,75.8,10.9,31.6,42.5,23.6,14.3,8.7,3.7,7.5,-6,7955.4432,0.061593049,6.5,95.5,1.1,0.931476971,1.587955374,7.2
392,Houston Rockets,Houston Rockets2018,2018,82,65,17,0.793,3951,9213,3174,6906,46,1256,3470,36.2,1609,2061,78.1,739,2825,3564,1767,1135,699,392,363,695,55.7,1.56,25.4,75,50.3,14.1,55.1,59,98.02,0.298,0.232985809,52.1,0.229,0.170560748,14.8,25,39.6,85.6,46.2,10.1,28.8,35.1,14.6,19.6,74.6,8.7,33.4,42,22.4,14.5,7.4,4.4,4.8,-8.5,7880.4864,0.088192526,3,100.4,-0.7,6.242506178,5.306489126,8.3
393,New Orleans Pelicans,New Orleans Pelicans2018,2018,82,48,34,0.585,3991,9161,3500,7241,48.3,837,2312,36.2,1324,1716,77.2,712,2923,3635,2195,1223,657,485,344,107,62.7,1.79,24,72.6,49.4,14.5,54.1,57.3,101.48,0.237,0.182847673,51.3,0.223,0.175190424,14.1,27.4,41.7,91.9,45.4,10.9,30.6,35.5,16.1,20.5,78.4,10.8,34.7,45.5,23.7,14.5,8.2,4.2,5.9,-1.3,8166.7584,0.013101894,2.8,96.6,0.4,0.76572486,1.859540566,3.9
394,Toronto Raptors,Toronto Raptors2018,2018,82,59,23,0.72,3966,9156,3383,7169,47.2,968,2705,35.8,1422,1790,79.4,800,2807,3607,1995,1095,626,500,401,638,59,1.82,27.4,72.5,50.2,13.5,53.9,57.5,98.02,0.25,0.198354024,50.1,0.277,0.212616822,14.5,27.5,38.4,85.6,44.9,8.9,25,35.7,18.2,23.7,76.7,9.8,32.6,42.4,21.8,14.3,7.2,4.9,6.1,-7.8,7921.536,0.080539936,3.8,99.9,-1,-1.426279816,1.794418385,7.8
395,Cleveland Cavaliers,Cleveland Cavaliers2018,2018,82,50,32,0.61,3946,9091,3311,6950,47.6,981,2636,37.2,1488,1909,77.9,694,2761,3455,1916,1126,582,312,340,77,57.9,1.7,24.3,73,49.2,13.9,54.7,58.4,98.72,0.275,0.214100719,54,0.219,0.165345413,13.6,27,41.8,88.3,47.4,11.7,31.7,36.8,14.6,19.4,75.6,9.9,33.7,43.6,25.9,13.5,7.5,4.1,3.8,-0.9,7893.0816,0.009755379,0.7,97.3,0.3,4.875530606,7.373883887,5.6
396,Denver Nuggets,Denver Nuggets2018,2018,82,46,36,0.561,3976,9020,3338,7102,47,940,2536,37.1,1404,1830,76.7,902,2748,3650,2059,1226,627,404,391,121,61.7,1.68,30,73.6,51.7,15.1,53.6,57,97.69,0.258,0.197690791,53.9,0.235,0.173010381,14,26.4,41.3,86.7,47.6,10.9,28.8,37.8,15,20.4,73.8,9.8,31.9,41.6,24.7,13.8,8,4.8,4.9,-1.5,7901.952,0.015312672,-0.3,103.6,1.1,2.46804107,2.793359934,10.1
397,Philadelphia 76ers,Philadelphia 76ers2018,2018,82,52,30,0.634,3956,9004,3349,7098,47.2,901,2445,36.9,1405,1868,75.2,893,2996,3889,2221,1353,682,420,417,369,66.3,1.64,28.6,73.6,52,16.3,53.5,56.8,100.75,0.263,0.197943083,49.2,0.293,0.21803653,14.1,26.4,38,87.6,43.4,10.1,29.6,34.2,19.1,25.6,74.5,10,32.2,42.2,21.7,14.3,8.5,5.1,5.1,-4.5,8044.7232,0.045868576,4.3,102.2,2.2,-2.009344712,0.303544065,9.8
398,Minnesota Timberwolves,Minnesota Timberwolves2018,2018,82,47,35,0.573,3961,8980,3365,7063,47.6,658,1845,35.7,1592,1980,80.4,848,2593,3441,1861,1021,689,345,382,183,55.3,1.82,28.9,72,50.3,12.8,52.3,56.6,96.75,0.28,0.225399972,53.9,0.242,0.188902007,15.5,28,40.2,84.7,47.5,10.9,29.6,36.6,16,20.5,77.9,9.8,32,41.8,23.9,15.1,6.5,4.7,4.2,-2.2,7782.912,0.02351305,-1.6,100.9,-2.7,3.64979646,-0.510805893,8.5
399,LA Clippers,LA Clippers2018,2018,82,42,40,0.512,3941,8937,3302,7004,47.1,777,2196,35.4,1556,2095,74.3,832,2766,3598,1832,1204,628,372,462,3,55.5,1.52,28.4,71.8,50.4,14.7,52.7,56.4,99.54,0.299,0.222158766,52,0.259,0.202964652,14.1,28.2,40.2,87.7,45.9,10.7,30.2,35.6,17.8,22.7,78.2,10.6,33,43.6,24.6,14.1,8.5,5.6,4.5,0,7965.888,0.000376606,0.7,100.2,0.6,1.91941142,-1.449710468,6.8
400,Charlotte Hornets,Charlotte Hornets2018,2018,82,36,46,0.439,3956,8874,3197,7106,45,824,2233,36.9,1656,2216,74.7,827,2901,3728,1770,1041,559,373,404,21,55.4,1.7,27.1,76.3,51.2,12.8,50.8,54.9,98.66,0.312,0.233042499,53.2,0.208,0.165148064,13.7,23.7,41.1,87.8,46.8,11.3,30.1,37.5,14.5,18.2,79.5,8.4,35.3,43.7,24.7,13.6,6.6,4.9,4.5,-0.3,7963.2384,0.002637118,-2.4,103.4,-0.9,6.789443552,-8.615516575,7.5
401,Los Angeles Lakers,Los Angeles Lakers2018,2018,82,35,47,0.427,3981,8862,3338,7248,46.1,822,2384,34.5,1364,1910,71.4,876,2927,3803,1949,1295,633,388,447,-127,58.4,1.51,27.9,72.9,50.5,15.5,51.7,54.8,100.9,0.264,0.188189845,51.4,0.25,0.190211346,14,27.1,41,89.9,45.6,10.4,30.1,34.6,17.1,22.5,76.1,10.2,34.6,44.8,23.6,14.3,8.3,5.5,4.7,1.5,8167.104,-0.015550188,0.3,100.8,1.5,-0.202150047,-3.342008889,5.7
402,Oklahoma City Thunder,Oklahoma City Thunder2018,2018,82,48,34,0.585,3966,8844,3271,7221,45.3,881,2491,35.4,1421,1985,71.6,1024,2671,3695,1750,1147,743,412,377,280,53.5,1.53,32,72.5,51.5,14.3,51.4,54.6,97.34,0.275,0.196787149,52.5,0.252,0.192857143,16.3,27.5,38.5,84,45.8,11.2,30.6,36.7,16.2,21.1,76.9,9.5,32.6,42.2,23.3,16,7.7,4.6,5,-3.4,7888.704,0.03549379,-1.1,104.5,-2,0.393000574,-1.68224246,9.3
403,Washington Wizards,Washington Wizards2018,2018,82,43,39,0.524,3971,8742,3275,7018,46.7,814,2173,37.5,1378,1786,77.2,823,2713,3536,2065,1196,645,353,383,48,63.1,1.73,27.4,73.2,50.4,14.8,52.5,56,97.67,0.254,0.196352237,52.2,0.279,0.212085308,15.1,26.8,39,84.4,46.2,10.2,29.2,34.9,17.9,23.5,76.1,9.8,32.7,42.5,22.3,14.9,7.8,4.7,4.3,-0.6,7849.7664,0.006114832,0.3,100.6,-0.3,-1.573307095,0.274536663,7.9
404,Brooklyn Nets,Brooklyn Nets2018,2018,82,28,54,0.341,3971,8741,3136,7114,44.1,1041,2924,35.6,1428,1850,77.2,792,2852,3644,1941,1245,512,390,450,-307,61.9,1.56,25.1,73.1,48.9,15.1,51.4,55.1,99.66,0.26,0.200730953,51.7,0.262,0.200223714,12.3,26.9,41.7,89.4,46.6,9,24.5,36.9,17.9,23.4,76.6,10.4,36.4,46.8,21.7,12.4,7.7,5.5,4.8,3.7,8045.76,-0.038156743,-0.3,98.2,2.8,0.05072394,-0.601359689,2.1
405,Milwaukee Bucks,Milwaukee Bucks2018,2018,82,44,38,0.537,3966,8731,3257,6807,47.8,718,2024,35.5,1499,1915,78.3,688,2579,3267,1905,1135,722,443,366,-25,58.5,1.68,24.4,70.9,48,14.2,53.1,57.1,97.03,0.281,0.220214485,52.8,0.281,0.219832736,15.9,29.1,39.1,83.7,46.8,10.1,27.1,37.2,18.4,23.5,78.3,10,32.8,42.7,23.6,15.6,7.1,4.5,5.4,0.3,7772.736,-0.003216371,0.3,95.3,-1.7,0.038174913,2.930423332,5.3
406,Portland Trail Blazers,Portland Trail Blazers2018,2018,82,49,33,0.598,3951,8661,3222,7132,45.2,845,2308,36.6,1372,1715,80,835,2893,3728,1599,1109,573,423,418,213,49.6,1.44,27.9,74.6,51.3,13.9,51.1,54.9,97.11,0.24,0.192372406,50.3,0.256,0.193247963,13,25.4,38.4,85.9,44.7,9.7,26.6,36.4,16.6,22,75.5,9.3,33.6,42.9,20.2,12.6,7.3,5.1,5.2,-2.6,7834.176,0.027188565,0.8,102.5,0.9,-0.087555669,4.465308907,8.4
407,Indiana Pacers,Indiana Pacers2018,2018,82,48,34,0.585,3951,8656,3345,7083,47.2,741,2010,36.9,1225,1573,77.9,788,2684,3472,1819,1088,721,340,428,113,54.4,1.67,27.1,72.1,49.6,13.6,52.5,55.7,96.84,0.222,0.172949315,52.7,0.23,0.174528302,16,27.9,39.4,84.8,46.5,10.6,30.4,34.9,14.8,19.5,75.7,10.2,32.7,43,23.2,15.5,7,5.2,4.1,-1.4,7752.1152,0.014576667,-0.2,99.2,-2.4,-0.157898662,1.379143337,6.6
408,New York Knicks,New York Knicks2018,2018,82,29,53,0.354,3966,8566,3334,7193,46.4,673,1914,35.2,1225,1557,78.7,859,2752,3611,1912,1208,552,421,389,-292,57.3,1.58,28.9,72.7,50.9,15,51,54.4,97.64,0.216,0.170304463,52.2,0.269,0.208574739,13.5,27.3,39.4,86.3,45.7,11.2,30.4,36.8,18,23.2,77.4,10.2,33,43.2,24,13.3,8.2,4.7,5.1,3.6,7897.9968,-0.0369714,-1.2,101.6,1.5,-3.827027661,-2.101856942,7.7
409,Utah Jazz,Utah Jazz2018,2018,82,48,34,0.585,3951,8540,3139,6797,46.2,887,2425,36.6,1375,1766,77.9,740,2807,3547,1839,1205,708,420,380,353,58.6,1.53,25.6,75.6,50.9,15.2,52.7,56.4,96.58,0.26,0.20229513,50.6,0.247,0.190361446,15.4,24.4,37.3,83,44.9,9.5,26,36.5,15.8,20.5,77.1,8.7,33,41.6,20,14.9,8.3,4.6,5.1,-4.3,7717.4784,0.045740329,2.1,101.2,-0.2,1.193368442,-4.055827302,9.3
410,Boston Celtics,Boston Celtics2018,2018,82,55,27,0.671,3961,8529,3141,6975,45,939,2492,37.7,1308,1697,77.1,767,2878,3645,1842,1148,604,373,364,294,58.6,1.6,26.3,73.9,50.4,14.4,51.8,55.2,96.75,0.243,0.187526882,49.5,0.251,0.191764706,14.5,26.1,37.4,85,44,9.4,27.7,33.9,16.3,21.3,76.3,9.6,34.2,43.8,21.3,14.1,7.2,4.4,4.5,-3.6,7778.5728,0.037796137,2.3,100.2,-0.1,-0.423782416,5.096979265,6.6
411,Phoenix Suns,Phoenix Suns2018,2018,82,21,61,0.256,3941,8522,3153,7141,44.2,763,2286,33.4,1453,1962,74.1,842,2776,3618,1743,1289,569,370,488,-768,55.3,1.35,27.1,72.4,49.3,15.5,49.5,53.2,101.14,0.275,0.203472903,53.3,0.277,0.211950395,13.2,27.6,41.8,88.7,47.1,10.9,29.2,37.3,18.8,24.6,76.6,10.4,35.4,45.9,23.3,13.4,8.7,6,4.5,9.4,8113.2288,-0.094660217,-3.8,99.5,2.3,-0.847749163,2.826419337,3.4
412,Detroit Pistons,Detroit Pistons2018,2018,82,39,43,0.476,3961,8509,3208,7129,45,886,2373,37.3,1207,1621,74.5,830,2756,3586,1868,1102,628,317,398,-12,58.2,1.7,26.9,74,49.9,13.8,51.2,54.3,96.75,0.227,0.169308458,52.4,0.222,0.171361502,15.2,26,39.1,85.2,45.9,11.1,30.8,35.9,14.6,18.9,77.6,9.2,34.5,43.8,25.2,14.8,7.3,4.9,3.9,0.1,7789.6704,-0.001540502,-1.2,100.9,-1.4,-0.205304394,-3.014610908,6.1
413,Miami Heat,Miami Heat2018,2018,82,44,38,0.537,3986,8480,3184,6997,45.5,903,2506,36,1209,1601,75.5,763,2801,3564,1862,1178,620,437,378,39,58.5,1.58,26.1,74.1,50.1,14.8,52,55.1,96.1,0.229,0.172788338,50.7,0.274,0.214797136,14.5,25.9,37.7,83.8,45,9.6,26.6,36,18,23,78.3,9.1,34,43.1,21,14.1,7.5,4.6,5.3,-0.5,7791.7824,0.005005273,1.3,100.2,0.3,-4.200879818,1.940118404,7
414,Orlando Magic,Orlando Magic2018,2018,82,25,57,0.305,3946,8479,3182,7042,45.2,844,2405,35.1,1271,1678,75.7,722,2692,3414,1921,1192,622,400,402,-395,60.4,1.61,24.8,71.4,48,14.7,51.2,54.5,98.58,0.238,0.180488498,52.5,0.243,0.187428571,14.4,28.6,40.9,87.5,46.8,10,27.6,36.2,16.4,21.2,77.3,10.6,35.3,45.9,24.4,14.2,7.8,4.9,4.9,4.8,7920.3072,-0.049871803,-1.3,96.2,0.3,-0.694007384,-4.442140333,2.1
415,Atlanta Hawks,Atlanta Hawks2018,2018,82,24,58,0.293,3941,8475,3130,7015,44.6,917,2544,36,1298,1654,78.5,743,2693,3436,1946,1274,638,348,453,-447,62.2,1.53,26.3,71.9,48.9,15.7,51.2,54.7,98.76,0.236,0.185032074,53.6,0.237,0.183391003,15.3,28.1,40.7,86.7,46.9,11.6,30.7,37.7,15.9,20.6,77.2,10.3,34,44.2,26.1,15.1,8.7,5.5,4.2,5.5,7942.8096,-0.056277315,-2.4,98.2,0.4,0.164107067,-4.39506493,4.7
